distance_km,battery_level,acceleration,terrain_elevation,weather_condition,speed_limit
59.30831723286756,42.395374426357,1.6209224554000956,1,0,83.38643217914776
142.85357442943786,49.97638764062703,1.49873628869421,2,2,60.86028599189265
111.13912156265374,86.18200235420713,1.02846173750858,2,1,44.960246588244
91.8054802085703,37.30041667568975,2.3218000103044636,1,2,107.0
27.622702864153297,87.61672005715627,1.9298724815258868,1,0,115.0
27.619205448749383,13.372770942785692,3.097102976972011,0,2,112.0
13.422123764388921,78.79585153481992,0.5963287414461748,0,2,62.186397880707204
130.59554113736561,85.51702514019995,2.431603782665379,0,0,120.0
92.16167670276528,22.27267701954718,2.7888466355346835,0,1,115.0
107.67052378042659,45.882920575359044,2.778459707564921,-2,2,118.0
7.984751672891354,20.722478593047285,3.1582219012865753,-2,2,118.0
145.63692856348916,72.12739225445068,2.687101228488482,2,0,110.0
125.70418291606116,55.85803796585739,3.283430184943089,-2,1,120.0
35.78917104835004,65.3557179372905,1.4979697994626744,-2,0,98.0263085662975
31.364620245029588,23.66626186084006,2.009628250254629,0,0,107.34706583307606
31.593653928747905,25.115856894979853,0.542238989848672,0,2,26.358013597694843
49.11512522913297,8.942245923441105,0.5208727619098736,1,1,20.0
81.08968258667448,35.59641584359433,1.2203798613545596,0,0,65.70840440382172
67.63202770310679,58.17574282669912,0.8024215914172558,1,2,36.1136169884118
47.22822532871608,86.50381682974624,1.2806341038072608,1,0,77.17040853114412
93.71866973474502,68.35810750857468,1.031129883585192,-2,2,57.46536239171125
25.226609794546064,46.36265072297638,0.5855600745159447,0,1,40.071513573056315
47.36097403760663,95.54641086744309,3.227912439218148,-2,0,120.0
58.122467277585294,73.32829405470403,0.5246693941666746,0,1,34.15049347188699
71.13014771147022,93.36569427194225,2.708246433011256,-2,1,120.0
118.85051440198697,55.12085746085574,0.9564436607585496,-2,2,50.9556533434218
33.952698412962164,29.595906105348263,3.2366888659988,-2,0,120.0
79.56399356997369,10.01853520464859,3.1783878187696573,2,0,110.0
90.90011248499616,73.97806089096579,2.461703439107772,-2,2,118.0
11.73530984439967,16.52378481052574,2.5167024494018153,-1,2,115.0
93.09400352570856,33.763637185836885,0.5160174259090656,-1,1,27.73091215499762
29.725997934657272,55.58473624897025,3.454614698340806,-1,0,120.0
14.43248098286553,58.61957583907603,3.133497810727443,1,0,115.0
142.58840290173333,62.05540371377792,3.185318677190276,-2,2,118.0
145.01664479581112,20.79425638322156,2.477733611152616,-1,2,115.0
122.21761547688686,41.07505345805663,1.5343607859636097,1,2,67.44598916113081
49.16899653013875,63.63345157611184,3.1809459472714425,-1,0,120.0
19.16245653092566,97.13279214020955,1.374550784453577,0,0,108.6965145539047
104.21378884426275,74.12495808147042,2.1881346300266085,2,1,102.19475347292031
68.82211159224218,92.647356923926,0.7991929170316472,-2,2,52.06442255229351
22.69554405249293,77.41014553984682,3.2658668903982506,2,1,105.0
76.80065196613418,61.21311204477804,0.92231137331364,2,0,44.578147320320774
9.986335561706667,23.242220067952733,1.1746904171912218,0,1,67.68938717081282
136.8514583014234,68.33513692978875,2.174402474384645,0,1,109.30414482901456
42.52309733200245,64.22105876619116,2.7922790006389446,0,1,115.0
101.06573123132739,62.23457119344031,2.358053917808897,1,2,107.0
50.19810603296459,51.52965745888287,1.1964017384004686,-1,0,73.09210260716118
80.40986307078256,55.222377378981186,0.502829127582471,-2,2,30.471060761213657
84.27299050477555,36.77204007621989,2.7714517409223176,0,1,115.0
31.80389605120142,54.3347058010188,3.4556219777332813,-2,2,118.0
145.58977102586098,23.767811039455434,2.9297393609182714,-2,0,120.0
117.39425938736161,81.4915677492358,1.880619854469846,-2,0,107.70715346804657
141.22734652680742,22.648810696377243,3.2113017841973197,0,1,115.0
134.74996581200907,13.07179753949931,1.72954301935505,0,1,82.56082355858209
91.69549692760735,46.44337250392995,2.074802252730403,-1,2,104.22039924590553
138.67176407835194,67.53920675307587,1.9313893021870499,0,0,102.02087335799467
17.831412797528326,46.58309836868643,1.842871617996575,0,0,112.22869783194083
33.41751505077605,31.29164253537432,2.825572307881717,-2,2,118.0
11.55795689202802,58.02626246959187,2.080306721808476,-1,0,120.0
52.17289796067333,37.96522186415899,1.4501513660756482,2,1,64.83524124992819
61.35820700497489,93.62243056203015,1.274474502975435,0,1,74.46780300468028
44.345609607214904,92.65128826233935,0.6132419509023002,0,2,43.12033634644162
125.16693882702975,52.725322897349066,2.249585485649138,2,2,99.16018131681571
56.72923237057044,36.14897943173456,1.1898842462031025,-2,2,63.994927780278346
45.73550390467021,75.02757932588071,0.9444017660491493,-1,1,61.373722679756554
83.69093205794603,8.48772963089133,2.461489891483033,-2,2,118.0
25.434012621340585,50.103055574146865,2.5436277734646464,1,0,115.0
121.31856220933575,36.950722455681685,2.756464676772998,0,2,112.0
15.80984333356677,92.45090908474269,2.0107306890157743,1,0,115.0
148.09860580707502,6.140287590904841,3.1821638156116596,0,1,115.0
116.97549154801533,57.517413193243165,3.309028260194683,1,0,115.0
33.813773822455,75.36304020132947,2.9221128193774684,2,0,110.0
5.800706982922348,51.07670881478392,2.4067804460245616,0,0,120.0
123.24190712595096,13.113287865458558,1.411162860773566,0,1,66.73914875812326
107.49431485790448,97.38383205265072,3.4488347648606634,1,0,115.0
110.70603936594316,54.2109909807293,1.322408501575815,-1,0,74.50981483249265
116.83420026946213,63.347693210306076,1.1079707659712932,1,2,48.39197159107306
15.736474501443102,27.477929357213196,1.8264623413597483,0,2,96.13509534683325
56.977530638919525,50.93231808514636,0.6705217121371654,0,2,34.65135211327386
21.80101363114381,45.76920173604058,3.4354833940153724,-1,0,120.0
