braking_intensity,harsh_acceleration,average_speed,distance_driven,weather_condition,terrain_type,battery_health,brake_health,tyre_health
1.7161254794897562,0.6786047857733235,110.82493614081196,133.77217147315068,0,0,38.537569069793896,49.43494513532667,62.20469593822237
1.5854708674934914,2.779784763841151,38.72134680194372,45.97586092275449,2,-1,65.24722013849377,75.26235314543942,77.04975614579122
8.406429447732126,2.5501377344295495,80.28626300964461,37.526435239143105,1,-2,46.56054977924148,41.63561583946308,61.06851632468858
8.692829230238887,3.5743966357383714,110.06203842656424,149.4557000693481,1,-1,17.506545642960518,25.46687674837155,46.13036091819935
0.9297331344580029,4.24334263114571,24.718965106588293,35.09593447346086,1,-2,71.76646831798884,85.15088945960701,86.64773120399725
9.087189280149103,3.891714717030217,71.62774709389733,101.49470827532126,0,-1,45.01185654237688,44.84904339574365,61.23234467034272
2.7329786672897627,9.521472093812,65.06688125311871,143.14798025525332,2,-2,22.8820397630605,53.64183960057809,53.08064183037249
6.1862168540805555,4.371290560843858,112.8778608077409,135.0006181120689,2,0,18.117972697799214,30.366423142398645,45.84766449091122
0.6859349040789575,5.515925710848579,86.37647728743617,69.27319842695151,1,0,42.03545640202754,63.74991882984199,66.19738613335421
3.8066110112820093,7.486332804859066,54.91614099520438,97.44934231150164,2,0,43.8199223937854,59.44402126042666,59.46555465166054
4.507246091045378,7.250847969865215,91.15212185081488,81.71896104132625,0,-2,31.2526513914215,47.96636303846195,57.874881504221285
5.998265693563106,5.829645666945687,78.26540207138507,55.26505955197188,1,1,42.69743522884813,48.850065687720374,59.094126139011344
5.252719714144657,8.6083202349919,54.71698980348046,25.94120465341768,0,-1,59.5334587159176,69.26706490663365,68.06193032368355
4.614929614915926,6.241813089408278,98.52486778353881,121.49216344806027,0,-1,30.705495142489216,49.17849444482895,53.07430365370424
9.59640211765588,8.747588473885994,86.81697598063643,18.114044720715107,2,-1,30.690443919998575,39.273163291757875,47.344951424269425
1.8502277698775915,3.0276575058250375,20.54162983424697,93.39597029668403,0,-1,78.53582676380937,83.61255547488749,83.42449704335222
1.5799423064666818,1.320236769133356,106.51346060109877,91.18353001404513,1,0,37.4751172453692,50.29705884659696,65.96661277474928
7.134190609006716,8.195204565492691,59.709188222113035,53.54952909199505,0,1,51.728103783918975,58.27619248670948,61.950746563013446
0.7455188487023212,3.825179079749094,84.54476005873211,24.634240837242608,2,-1,44.886572567435536,61.77341836871796,68.67434350292702
4.828914559942767,6.510845716412402,59.67683209719184,120.94738346293553,0,1,49.88048622089224,58.97198372448169,63.08739499268624
4.8405311915220715,7.3731119646959336,108.13620442339001,71.97903975701168,0,-2,24.448312287430873,42.25279253826433,54.17836319845732
3.1002533095909133,3.2671047542724896,85.08354461890161,110.16456926430313,2,-2,28.50221987251461,46.314998286730756,59.50211507068832
9.304437416801978,5.05163388570039,77.93862091002897,7.390441297733647,2,-1,51.253067400943536,41.00009274472453,54.77059623683065
2.8254343509601143,8.949265151395041,118.02647501025477,15.802958820168364,2,2,16.58213063276141,45.43793534492234,46.900279379097746
2.8844195223824656,8.797932352384718,48.0640520060651,30.497914256504885,2,0,54.66527867942141,69.8811735490796,69.12164493584224
2.3429996422372112,7.493570775127645,26.52542906116245,21.506522163805315,2,-1,64.53409586732913,75.51481082814081,70.5488552075032
1.4578803522056305,7.627395319435024,71.60104329061446,32.797481789451965,2,0,43.026185081685895,69.19401931969324,67.99543792103198
3.640110553484528,8.97684449081332,62.40178338159395,104.54076989714184,2,-1,35.05286628682822,53.89847637261879,55.006336881704954
6.808872600004301,7.363323872899161,65.42900490770451,11.814575514267242,0,0,59.338522675408946,62.38330348972213,67.84426557255135
7.421628627707558,3.3958535930349543,82.01048382857343,10.490513755522311,0,2,53.07276410461634,51.737525777241615,66.27527298477409
8.13418916430681,1.2078267964001865,81.51216366038392,9.589554860115424,0,2,59.27977163375501,48.82192895250605,67.19594583066926
1.9754388853155858,4.218840999747373,59.2264293331531,106.15912306809203,1,-2,48.071102467237004,61.06573662270329,69.38347600885511
0.3563268823972976,0.8734341585367633,106.28770239625547,82.73964349730245,2,-1,34.605292462834164,54.769890152373094,64.14223322094085
9.746858584883919,1.1577077699078842,85.14585094871656,58.68514969198877,0,2,51.76779318721679,39.34005519600405,62.928689392166554
0.14332519286428536,9.501720928365696,108.99116791086679,102.96314667588203,2,2,5.129402749209691,46.735269125190634,46.830256598520286
9.606788379580586,6.758869606024898,111.31539051024458,85.27261947598178,1,-1,20.919420189702198,22.893391791432464,44.22662215031602
8.288144187117998,8.51608700470299,36.73120758608543,6.063551883529125,2,-1,63.40199738573675,57.92780860545587,59.286665025351084
9.120747610251366,6.428991932734906,88.05618738910603,126.58971301949704,0,-2,32.641596483494496,31.351535470168955,50.34758756189032
3.87185712611146,4.1854002840007105,51.75118638376428,55.776735562753785,1,2,59.81085766829987,63.38114020039363,71.20917047401588
1.9720199885103329,0.2515878246158276,103.64290545484792,62.93638316820282,2,0,41.311207277974695,54.94793627959733,66.45408504605199
6.064636851755649,9.558370369750374,93.28515796555052,118.43204346921759,1,-1,24.277944763522438,42.39932372105946,47.50479550151297
7.412511707164868,0.7093247205258124,39.874768752585304,32.128168280792394,2,-1,71.77505513796666,57.40302274811282,76.5688099876169
1.3086106632466055,6.101630660198326,113.87307665032205,6.460419039460833,1,-1,33.50220281513878,56.76212086806467,61.17550885909038
7.97621514684534,1.0220321173051539,88.34790069924235,136.78155998583628,0,-1,40.93125320661152,38.76634383187735,57.502796014421804
2.085933200125579,2.8414767858956838,114.86331032375814,78.29434705357156,2,2,20.912081310635415,44.528925538369045,59.242024717505906
4.916772929084599,1.8581745729879473,40.19111721934085,55.681433864458505,2,0,69.30914106813657,64.40779668174689,75.74301557587467
8.56482449878153,5.537169151588768,106.97050943986339,123.76160904483339,2,-2,14.516165887218444,24.98080056378956,42.5266145370468
1.9342451104269254,8.870753451221,86.80728204156352,8.812762413308452,0,1,43.42975192166939,67.96600034416959,64.67702450201092
2.4188464798278755,6.356223077977161,75.22865937826461,34.33216906510893,1,2,40.96524845374445,62.185815184831064,64.89691727338855
0.6277115649919152,6.6418801950626065,102.05128998610388,27.51676905885849,0,2,34.86013419786348,63.69981783965048,64.97310139080707
1.4661411178313044,9.089314962133026,83.28638868457098,111.98544921713015,1,1,29.37040656740105,56.633155817061066,57.955174137202924
1.465258197813687,7.494252279711054,86.96001605521047,50.252578849030115,2,1,31.406672956707336,55.95942507920547,60.01724490245137
2.034275021541375,8.659558363840327,45.36705842560909,117.07147810323062,1,-1,47.32663779442442,69.28013767607833,63.82066117383774
2.8620039706498392,4.163920918598654,101.70536886312914,11.014084370951288,1,0,43.15380629002879,58.50494191710179,68.34076159425193
8.149833644785408,8.6535633777212,85.03027023273145,93.17675878102298,2,2,23.835549570378674,36.86307792876703,41.93892878611581
9.157638641811175,6.458613885658445,104.43891787008013,51.14200503416594,2,2,21.83282538190044,28.81191009929973,44.71480439448014
4.062806092289502,1.3560778274133811,55.15269655433837,32.10339061245436,1,-2,64.19142269862346,65.5317827266454,75.99283023039558
1.2820895198831084,0.3871250836706608,53.171012240572296,123.43092390057502,2,1,55.83784466036391,66.62028234660416,79.02921520388395
2.2380992509553064,2.440344136857844,22.390296459846418,64.77626792150221,2,1,75.44037310088594,77.44784763893205,80.19785562520615
7.362059768552255,3.7834964882669118,96.86053267945152,87.88629159546589,1,2,33.97920061863446,36.87327783602493,50.755205158563925
6.774255192128898,8.375678660808568,53.03143870917516,9.797157348033604,0,1,61.770825952850124,64.35266310071718,68.66469237742999
9.672073016056904,7.412445570252967,52.721230970582695,119.78555500537237,0,-1,48.65347450557329,45.620547534940926,56.202653680193436
0.14488680595083236,9.553757278069176,88.86845154747697,46.59796910311536,2,-2,22.42172849325066,61.94215292925198,59.256144102485905
7.507587602823569,5.59174798746506,45.28689767727943,105.54388997687259,1,2,48.12281062487785,52.1157219285412,63.7447666644584
5.057936004529816,7.477416516079946,110.90204865991362,115.2688147939837,2,-2,6.359250640800888,29.794875934101494,44.199482359096876
9.026929779224593,2.7528338524262477,73.80659912552167,21.981857333562274,0,-1,59.96272117070771,55.4585769883458,64.85927439914359
5.7616667412686695,6.795778928953071,116.94772360453631,47.90558177631179,0,-2,23.02349823647755,41.199810188698805,53.46284534867715
4.4666772446141545,7.061512025362862,27.66688445894542,109.89881188849864,1,1,56.355970932032236,69.39772293236148,74.07509084328937
6.6585060949299475,8.484153284195612,53.682536764570294,38.66574437944877,1,2,47.42770808008116,57.45344747098958,60.528223404511365
8.335234421809975,5.364035108750837,58.14703434143959,127.98522304790936,0,-2,47.03168211795809,46.39208814175854,58.98911142173895
2.82498550172852,6.49005147595177,93.04207200805799,50.23616197805673,1,0,39.682016406961694,57.47478326827547,61.135851894128244
1.0752704378425793,2.0304881010489884,41.296225793061375,63.337880097153956,0,2,71.55042586273952,79.74641332007131,83.18852184200571
4.330181183193204,7.3675909012645135,57.53458533825711,19.462785348177285,2,-2,46.8591705221562,57.453753707365635,64.04661245118476
2.1451987281172857,8.384117226401353,111.06425439575916,26.412892198359742,0,2,27.480429728598562,58.77652807848907,57.71976642649268
4.295411753952091,5.937377461864164,31.4550883689029,44.93613609502688,0,-2,71.14076426501452,76.30584688532147,76.674935314799
9.9104817279895,1.156744623741982,94.5324000658666,12.091780096170375,1,-2,48.19298967248728,39.94157517979043,57.18443041073622
5.741220937740219,3.12857356311943,90.24851116274694,32.98968056319386,1,1,47.343506609806724,50.21454927491549,65.31452082329031
6.936002228467437,4.755146510112899,33.050507659410904,64.2967388665895,1,-2,62.46678986521517,58.42386131047979,70.66392314767415
6.779284224614185,6.771623914028342,88.84906873685756,60.0945257957511,2,0,37.48742983792698,45.696034556304,54.39480769683679
8.207008362860634,3.2032710786522545,76.97837893089097,33.81068507491376,1,1,53.85902594117479,46.477392840137675,63.58110382429415
9.441285990153796,8.402910513391141,48.75223371440848,16.66534915875041,2,0,58.081605572573466,45.26324827248338,53.620024867005895
6.588180982080535,3.7178979136540358,51.11411950525529,51.13143605093834,1,0,63.06780701567606,61.75403010599886,72.16208867283726
